Column1,Column2,Column3
Fossil Fun Games,2021-07-25 15:41:04.258843-04:00,Closed
Gibbons - Disney Animals,2021-07-25 15:41:04.258876-04:00,Closed
Giraffes - Disney Animals,2021-07-25 15:41:04.258909-04:00,Closed
Gorillas - Disney Animals,2021-07-25 15:41:04.258941-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 15:41:04.258974-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 15:41:04.259006-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 15:41:04.259040-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 15:41:04.259073-04:00,Closed
Meerkats - Disney Animals,2021-07-25 15:41:04.259192-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 15:41:04.259236-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 15:41:04.259270-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 15:41:04.259303-04:00,Closed
Okapis - Disney Animals,2021-07-25 15:41:04.259336-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 15:41:04.259370-04:00,Closed
The Oasis Exhibits,2021-07-25 15:41:04.259404-04:00,Closed
Tigers - Disney Animals,2021-07-25 15:41:04.259436-04:00,Closed
Tree of Life,2021-07-25 15:41:04.259468-04:00,Closed
Tusker House Restaurant,2021-07-25 15:41:04.259500-04:00,50 mins
Vultures - Disney Animals,2021-07-25 15:41:04.259532-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 15:41:04.259564-04:00,Closed
Wilderness Explorers,2021-07-25 15:41:04.259596-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 15:41:04.259680-04:00,Closed
Kilimanjaro Safaris,2021-07-25 16:01:04.080292-04:00,45 mins
Pangani Forest Exploration Trail,2021-07-25 16:01:04.080475-04:00,Open
Wildlife Express Train,2021-07-25 16:01:04.080534-04:00,Open
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 16:01:04.080577-04:00,45 mins
Kali River Rapids,2021-07-25 16:01:04.080623-04:00,Closed
DINOSAUR,2021-07-25 16:01:04.080660-04:00,40 mins
The Boneyard,2021-07-25 16:01:04.080695-04:00,Closed
TriceraTop Spin,2021-07-25 16:01:04.080729-04:00,10 mins
It's Tough to be a Bug!,2021-07-25 16:01:04.080762-04:00,10 mins
Avatar Flight of Passage,2021-07-25 16:01:04.080795-04:00,95 mins
Na'vi River Journey,2021-07-25 16:01:04.080829-04:00,40 mins
The Animation Experience at Conservation Station,2021-07-25 16:01:04.080862-04:00,Open
Affection Section,2021-07-25 16:01:04.080895-04:00,Closed
African Birds - Disney Animals,2021-07-25 16:01:04.080928-04:00,Closed
African Elephants - Disney Animals,2021-07-25 16:01:04.080961-04:00,Closed
African Hogs - Disney Animals,2021-07-25 16:01:04.080998-04:00,Closed
African Lions - Disney Animals,2021-07-25 16:01:04.081031-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 16:01:04.081064-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 16:01:04.081097-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 16:01:04.081141-04:00,Closed
Conservation Station,2021-07-25 16:01:04.081176-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 16:01:04.081208-04:00,Closed
Dino-Sue,2021-07-25 16:01:04.081241-04:00,Closed
Discovery Island Trails,2021-07-25 16:01:04.081273-04:00,Closed
Flamingos - Disney Animals,2021-07-25 16:01:04.081306-04:00,Closed
Fossil Fun Games,2021-07-25 16:01:04.081338-04:00,Closed
Gibbons - Disney Animals,2021-07-25 16:01:04.081371-04:00,Closed
Giraffes - Disney Animals,2021-07-25 16:01:04.081403-04:00,Closed
Gorillas - Disney Animals,2021-07-25 16:01:04.081436-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 16:01:04.081469-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 16:01:04.081501-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 16:01:04.081537-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 16:01:04.081570-04:00,Closed
Meerkats - Disney Animals,2021-07-25 16:01:04.081603-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 16:01:04.081643-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 16:01:04.081676-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 16:01:04.081709-04:00,Closed
Okapis - Disney Animals,2021-07-25 16:01:04.081742-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 16:01:04.081774-04:00,Closed
The Oasis Exhibits,2021-07-25 16:01:04.081807-04:00,Closed
Tigers - Disney Animals,2021-07-25 16:01:04.081841-04:00,Closed
Tree of Life,2021-07-25 16:01:04.081877-04:00,Closed
Tusker House Restaurant,2021-07-25 16:01:04.081909-04:00,30 mins
Vultures - Disney Animals,2021-07-25 16:01:04.082069-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 16:01:04.082116-04:00,Closed
Wilderness Explorers,2021-07-25 16:01:04.082150-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 16:01:04.082182-04:00,Closed
Kilimanjaro Safaris,2021-07-25 16:21:12.058467-04:00,45 mins
Pangani Forest Exploration Trail,2021-07-25 16:21:12.058772-04:00,Open
Wildlife Express Train,2021-07-25 16:21:12.058836-04:00,Open
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 16:21:12.058877-04:00,45 mins
Kali River Rapids,2021-07-25 16:21:12.058930-04:00,Closed
DINOSAUR,2021-07-25 16:21:12.058968-04:00,40 mins
The Boneyard,2021-07-25 16:21:12.059003-04:00,Closed
TriceraTop Spin,2021-07-25 16:21:12.059037-04:00,10 mins
It's Tough to be a Bug!,2021-07-25 16:21:12.059071-04:00,10 mins
Avatar Flight of Passage,2021-07-25 16:21:12.059106-04:00,95 mins
Na'vi River Journey,2021-07-25 16:21:12.059139-04:00,45 mins
The Animation Experience at Conservation Station,2021-07-25 16:21:12.059173-04:00,Open
Affection Section,2021-07-25 16:21:12.059208-04:00,Closed
African Birds - Disney Animals,2021-07-25 16:21:12.059246-04:00,Closed
African Elephants - Disney Animals,2021-07-25 16:21:12.059288-04:00,Closed
African Hogs - Disney Animals,2021-07-25 16:21:12.059322-04:00,Closed
African Lions - Disney Animals,2021-07-25 16:21:12.059356-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 16:21:12.059390-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 16:21:12.059424-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 16:21:12.059458-04:00,Closed
Conservation Station,2021-07-25 16:21:12.059492-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 16:21:12.059526-04:00,Closed
Dino-Sue,2021-07-25 16:21:12.059559-04:00,Closed
Discovery Island Trails,2021-07-25 16:21:12.059592-04:00,Closed
Flamingos - Disney Animals,2021-07-25 16:21:12.059687-04:00,Closed
Fossil Fun Games,2021-07-25 16:21:12.059723-04:00,Closed
Gibbons - Disney Animals,2021-07-25 16:21:12.059757-04:00,Closed
Giraffes - Disney Animals,2021-07-25 16:21:12.059791-04:00,Closed
Gorillas - Disney Animals,2021-07-25 16:21:12.059828-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 16:21:12.059862-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 16:21:12.059896-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 16:21:12.059931-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 16:21:12.059972-04:00,Closed
Meerkats - Disney Animals,2021-07-25 16:21:12.060015-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 16:21:12.060048-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 16:21:12.060082-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 16:21:12.060116-04:00,Closed
Okapis - Disney Animals,2021-07-25 16:21:12.060150-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 16:21:12.060183-04:00,Closed
The Oasis Exhibits,2021-07-25 16:21:12.060217-04:00,Closed
Tigers - Disney Animals,2021-07-25 16:21:12.060251-04:00,Closed
Tree of Life,2021-07-25 16:21:12.060290-04:00,Closed
Tusker House Restaurant,2021-07-25 16:21:12.060323-04:00,25 mins
Vultures - Disney Animals,2021-07-25 16:21:12.060356-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 16:21:12.060390-04:00,Closed
Wilderness Explorers,2021-07-25 16:21:12.060423-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 16:21:12.060456-04:00,Closed
Kilimanjaro Safaris,2021-07-25 16:41:03.921271-04:00,20 mins
Pangani Forest Exploration Trail,2021-07-25 16:41:03.921451-04:00,Open
Wildlife Express Train,2021-07-25 16:41:03.921506-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 16:41:03.921548-04:00,45 mins
Kali River Rapids,2021-07-25 16:41:03.921588-04:00,25 mins
DINOSAUR,2021-07-25 16:41:03.921635-04:00,35 mins
The Boneyard,2021-07-25 16:41:03.921670-04:00,Closed
TriceraTop Spin,2021-07-25 16:41:03.921703-04:00,10 mins
It's Tough to be a Bug!,2021-07-25 16:41:03.921760-04:00,10 mins
Avatar Flight of Passage,2021-07-25 16:41:03.921794-04:00,95 mins
Na'vi River Journey,2021-07-25 16:41:03.921826-04:00,45 mins
The Animation Experience at Conservation Station,2021-07-25 16:41:03.921857-04:00,Open
Affection Section,2021-07-25 16:41:03.921895-04:00,Closed
African Birds - Disney Animals,2021-07-25 16:41:03.921946-04:00,Closed
African Elephants - Disney Animals,2021-07-25 16:41:03.921979-04:00,Closed
African Hogs - Disney Animals,2021-07-25 16:41:03.922015-04:00,Closed
African Lions - Disney Animals,2021-07-25 16:41:03.922048-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 16:41:03.922080-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 16:41:03.922113-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 16:41:03.922146-04:00,Closed
Conservation Station,2021-07-25 16:41:03.922179-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 16:41:03.922212-04:00,Closed
Dino-Sue,2021-07-25 16:41:03.922248-04:00,Closed
Discovery Island Trails,2021-07-25 16:41:03.922280-04:00,Closed
Flamingos - Disney Animals,2021-07-25 16:41:03.922313-04:00,Closed
Fossil Fun Games,2021-07-25 16:41:03.922345-04:00,Closed
Gibbons - Disney Animals,2021-07-25 16:41:03.922378-04:00,Closed
Giraffes - Disney Animals,2021-07-25 16:41:03.922410-04:00,Closed
Gorillas - Disney Animals,2021-07-25 16:41:03.922443-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 16:41:03.922476-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 16:41:03.922509-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 16:41:03.922544-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 16:41:03.922578-04:00,Closed
Meerkats - Disney Animals,2021-07-25 16:41:03.922617-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 16:41:03.922651-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 16:41:03.922684-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 16:41:03.922717-04:00,Closed
Okapis - Disney Animals,2021-07-25 16:41:03.922750-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 16:41:03.922783-04:00,Closed
The Oasis Exhibits,2021-07-25 16:41:03.922816-04:00,Closed
Tigers - Disney Animals,2021-07-25 16:41:03.922849-04:00,Closed
Tree of Life,2021-07-25 16:41:03.922881-04:00,Closed
Tusker House Restaurant,2021-07-25 16:41:03.922914-04:00,35 mins
Vultures - Disney Animals,2021-07-25 16:41:03.922946-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 16:41:03.922978-04:00,Closed
Wilderness Explorers,2021-07-25 16:41:03.923010-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 16:41:03.923043-04:00,Closed
Kilimanjaro Safaris,2021-07-25 17:01:05.532240-04:00,20 mins
Pangani Forest Exploration Trail,2021-07-25 17:01:05.532468-04:00,Open
Wildlife Express Train,2021-07-25 17:01:05.532529-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 17:01:05.532572-04:00,20 mins
Kali River Rapids,2021-07-25 17:01:05.532621-04:00,25 mins
DINOSAUR,2021-07-25 17:01:05.532659-04:00,35 mins
The Boneyard,2021-07-25 17:01:05.532694-04:00,Closed
TriceraTop Spin,2021-07-25 17:01:05.532727-04:00,10 mins
It's Tough to be a Bug!,2021-07-25 17:01:05.532761-04:00,10 mins
Avatar Flight of Passage,2021-07-25 17:01:05.532795-04:00,95 mins
Na'vi River Journey,2021-07-25 17:01:05.532829-04:00,45 mins
The Animation Experience at Conservation Station,2021-07-25 17:01:05.532862-04:00,Open
Affection Section,2021-07-25 17:01:05.532897-04:00,Closed
African Birds - Disney Animals,2021-07-25 17:01:05.532930-04:00,Closed
African Elephants - Disney Animals,2021-07-25 17:01:05.532963-04:00,Closed
African Hogs - Disney Animals,2021-07-25 17:01:05.532997-04:00,Closed
African Lions - Disney Animals,2021-07-25 17:01:05.533030-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 17:01:05.533063-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 17:01:05.533097-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 17:01:05.533196-04:00,Closed
Conservation Station,2021-07-25 17:01:05.533244-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 17:01:05.533278-04:00,Closed
Dino-Sue,2021-07-25 17:01:05.533311-04:00,Closed
Discovery Island Trails,2021-07-25 17:01:05.533344-04:00,Closed
Flamingos - Disney Animals,2021-07-25 17:01:05.533377-04:00,Closed
Fossil Fun Games,2021-07-25 17:01:05.533410-04:00,Closed
Gibbons - Disney Animals,2021-07-25 17:01:05.533442-04:00,Closed
Giraffes - Disney Animals,2021-07-25 17:01:05.533475-04:00,Closed
Gorillas - Disney Animals,2021-07-25 17:01:05.533508-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 17:01:05.533541-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 17:01:05.533574-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 17:01:05.533608-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 17:01:05.533642-04:00,Closed
Meerkats - Disney Animals,2021-07-25 17:01:05.533675-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 17:01:05.533708-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 17:01:05.533741-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 17:01:05.533774-04:00,Closed
Okapis - Disney Animals,2021-07-25 17:01:05.533808-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 17:01:05.533840-04:00,Closed
The Oasis Exhibits,2021-07-25 17:01:05.533874-04:00,Closed
Tigers - Disney Animals,2021-07-25 17:01:05.533907-04:00,Closed
Tree of Life,2021-07-25 17:01:05.533939-04:00,Closed
Tusker House Restaurant,2021-07-25 17:01:05.533972-04:00,20 mins
Vultures - Disney Animals,2021-07-25 17:01:05.534005-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 17:01:05.534037-04:00,Closed
Wilderness Explorers,2021-07-25 17:01:05.534070-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 17:01:05.534103-04:00,Closed
Kilimanjaro Safaris,2021-07-25 17:21:04.193728-04:00,20 mins
Pangani Forest Exploration Trail,2021-07-25 17:21:04.193941-04:00,Open
Wildlife Express Train,2021-07-25 17:21:04.194007-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 17:21:04.194071-04:00,20 mins
Kali River Rapids,2021-07-25 17:21:04.194119-04:00,40 mins
DINOSAUR,2021-07-25 17:21:04.194162-04:00,20 mins
The Boneyard,2021-07-25 17:21:04.194204-04:00,Closed
TriceraTop Spin,2021-07-25 17:21:04.194246-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 17:21:04.194287-04:00,10 mins
Avatar Flight of Passage,2021-07-25 17:21:04.194329-04:00,85 mins
Na'vi River Journey,2021-07-25 17:21:04.194370-04:00,40 mins
The Animation Experience at Conservation Station,2021-07-25 17:21:04.194411-04:00,Closed
Affection Section,2021-07-25 17:21:04.194453-04:00,Closed
African Birds - Disney Animals,2021-07-25 17:21:04.194493-04:00,Closed
African Elephants - Disney Animals,2021-07-25 17:21:04.194535-04:00,Closed
African Hogs - Disney Animals,2021-07-25 17:21:04.194581-04:00,Closed
African Lions - Disney Animals,2021-07-25 17:21:04.194622-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 17:21:04.194662-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 17:21:04.194703-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 17:21:04.194744-04:00,Closed
Conservation Station,2021-07-25 17:21:04.194785-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 17:21:04.194826-04:00,Closed
Dino-Sue,2021-07-25 17:21:04.194867-04:00,Closed
Discovery Island Trails,2021-07-25 17:21:04.194908-04:00,Closed
Flamingos - Disney Animals,2021-07-25 17:21:04.194948-04:00,Closed
Fossil Fun Games,2021-07-25 17:21:04.194989-04:00,Closed
Gibbons - Disney Animals,2021-07-25 17:21:04.195029-04:00,Closed
Giraffes - Disney Animals,2021-07-25 17:21:04.195077-04:00,Closed
Gorillas - Disney Animals,2021-07-25 17:21:04.195118-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 17:21:04.195158-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 17:21:04.195199-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 17:21:04.195283-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 17:21:04.195330-04:00,Closed
Meerkats - Disney Animals,2021-07-25 17:21:04.195370-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 17:21:04.195410-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 17:21:04.195451-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 17:21:04.195497-04:00,Closed
Okapis - Disney Animals,2021-07-25 17:21:04.195538-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 17:21:04.195581-04:00,Closed
The Oasis Exhibits,2021-07-25 17:21:04.195655-04:00,Closed
Tigers - Disney Animals,2021-07-25 17:21:04.195699-04:00,Closed
Tree of Life,2021-07-25 17:21:04.195743-04:00,Closed
Tusker House Restaurant,2021-07-25 17:21:04.195784-04:00,10 mins
Vultures - Disney Animals,2021-07-25 17:21:04.195824-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 17:21:04.195864-04:00,Closed
Wilderness Explorers,2021-07-25 17:21:04.195905-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 17:21:04.195945-04:00,Closed
Kilimanjaro Safaris,2021-07-25 17:41:03.511497-04:00,20 mins
Pangani Forest Exploration Trail,2021-07-25 17:41:03.511738-04:00,Open
Wildlife Express Train,2021-07-25 17:41:03.511811-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 17:41:03.511854-04:00,20 mins
Kali River Rapids,2021-07-25 17:41:03.511909-04:00,40 mins
DINOSAUR,2021-07-25 17:41:03.511947-04:00,25 mins
The Boneyard,2021-07-25 17:41:03.511982-04:00,Closed
TriceraTop Spin,2021-07-25 17:41:03.512017-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 17:41:03.512052-04:00,10 mins
Avatar Flight of Passage,2021-07-25 17:41:03.512087-04:00,75 mins
Na'vi River Journey,2021-07-25 17:41:03.512121-04:00,20 mins
The Animation Experience at Conservation Station,2021-07-25 17:41:03.512156-04:00,Closed
Affection Section,2021-07-25 17:41:03.512190-04:00,Closed
African Birds - Disney Animals,2021-07-25 17:41:03.512224-04:00,Closed
African Elephants - Disney Animals,2021-07-25 17:41:03.512258-04:00,Closed
African Hogs - Disney Animals,2021-07-25 17:41:03.512292-04:00,Closed
African Lions - Disney Animals,2021-07-25 17:41:03.512326-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 17:41:03.512360-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 17:41:03.512393-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 17:41:03.512427-04:00,Closed
Conservation Station,2021-07-25 17:41:03.512461-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 17:41:03.512495-04:00,Closed
Dino-Sue,2021-07-25 17:41:03.512528-04:00,Closed
Discovery Island Trails,2021-07-25 17:41:03.512561-04:00,Closed
Flamingos - Disney Animals,2021-07-25 17:41:03.512595-04:00,Closed
Fossil Fun Games,2021-07-25 17:41:03.512633-04:00,Closed
Gibbons - Disney Animals,2021-07-25 17:41:03.512674-04:00,Closed
Giraffes - Disney Animals,2021-07-25 17:41:03.512709-04:00,Closed
Gorillas - Disney Animals,2021-07-25 17:41:03.512743-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 17:41:03.512776-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 17:41:03.512810-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 17:41:03.512845-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 17:41:03.512880-04:00,Closed
Meerkats - Disney Animals,2021-07-25 17:41:03.512916-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 17:41:03.512949-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 17:41:03.512983-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 17:41:03.513017-04:00,Closed
Okapis - Disney Animals,2021-07-25 17:41:03.513051-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 17:41:03.513085-04:00,Closed
The Oasis Exhibits,2021-07-25 17:41:03.513186-04:00,Closed
Tigers - Disney Animals,2021-07-25 17:41:03.513225-04:00,Closed
Tree of Life,2021-07-25 17:41:03.513261-04:00,Closed
Tusker House Restaurant,2021-07-25 17:41:03.513294-04:00,30 mins
Vultures - Disney Animals,2021-07-25 17:41:03.513327-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 17:41:03.513360-04:00,Closed
Wilderness Explorers,2021-07-25 17:41:03.513393-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 17:41:03.513427-04:00,Closed
Kilimanjaro Safaris,2021-07-25 18:01:03.903884-04:00,30 mins
Pangani Forest Exploration Trail,2021-07-25 18:01:03.904096-04:00,Open
Wildlife Express Train,2021-07-25 18:01:03.904159-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 18:01:03.904203-04:00,20 mins
Kali River Rapids,2021-07-25 18:01:03.904243-04:00,40 mins
DINOSAUR,2021-07-25 18:01:03.904279-04:00,15 mins
The Boneyard,2021-07-25 18:01:03.904313-04:00,Closed
TriceraTop Spin,2021-07-25 18:01:03.904348-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 18:01:03.904382-04:00,10 mins
Avatar Flight of Passage,2021-07-25 18:01:03.904416-04:00,75 mins
Na'vi River Journey,2021-07-25 18:01:03.904449-04:00,30 mins
The Animation Experience at Conservation Station,2021-07-25 18:01:03.904482-04:00,Closed
Affection Section,2021-07-25 18:01:03.904516-04:00,Closed
African Birds - Disney Animals,2021-07-25 18:01:03.904549-04:00,Closed
African Elephants - Disney Animals,2021-07-25 18:01:03.904582-04:00,Closed
African Hogs - Disney Animals,2021-07-25 18:01:03.904620-04:00,Closed
African Lions - Disney Animals,2021-07-25 18:01:03.904653-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 18:01:03.904686-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 18:01:03.904720-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 18:01:03.904753-04:00,Closed
Conservation Station,2021-07-25 18:01:03.904786-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 18:01:03.904820-04:00,Closed
Dino-Sue,2021-07-25 18:01:03.904853-04:00,Closed
Discovery Island Trails,2021-07-25 18:01:03.904886-04:00,Closed
Flamingos - Disney Animals,2021-07-25 18:01:03.904919-04:00,Closed
Fossil Fun Games,2021-07-25 18:01:03.904951-04:00,Closed
Gibbons - Disney Animals,2021-07-25 18:01:03.904984-04:00,Closed
Giraffes - Disney Animals,2021-07-25 18:01:03.905017-04:00,Closed
Gorillas - Disney Animals,2021-07-25 18:01:03.905050-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 18:01:03.905089-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 18:01:03.905124-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 18:01:03.905160-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 18:01:03.905194-04:00,Closed
Meerkats - Disney Animals,2021-07-25 18:01:03.905227-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 18:01:03.905260-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 18:01:03.905293-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 18:01:03.905327-04:00,Closed
Okapis - Disney Animals,2021-07-25 18:01:03.905360-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 18:01:03.905393-04:00,Closed
The Oasis Exhibits,2021-07-25 18:01:03.905427-04:00,Closed
Tigers - Disney Animals,2021-07-25 18:01:03.905459-04:00,Closed
Tree of Life,2021-07-25 18:01:03.905492-04:00,Closed
Tusker House Restaurant,2021-07-25 18:01:03.905525-04:00,15 mins
Vultures - Disney Animals,2021-07-25 18:01:03.905558-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 18:01:03.905590-04:00,Closed
Wilderness Explorers,2021-07-25 18:01:03.905623-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 18:01:03.905656-04:00,Closed
Kilimanjaro Safaris,2021-07-25 18:21:04.205616-04:00,20 mins
Pangani Forest Exploration Trail,2021-07-25 18:21:04.205776-04:00,Open
Wildlife Express Train,2021-07-25 18:21:04.205841-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 18:21:04.205884-04:00,20 mins
Kali River Rapids,2021-07-25 18:21:04.205997-04:00,30 mins
DINOSAUR,2021-07-25 18:21:04.206041-04:00,15 mins
The Boneyard,2021-07-25 18:21:04.206077-04:00,Closed
TriceraTop Spin,2021-07-25 18:21:04.206114-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 18:21:04.206149-04:00,10 mins
Avatar Flight of Passage,2021-07-25 18:21:04.206183-04:00,75 mins
Na'vi River Journey,2021-07-25 18:21:04.206216-04:00,30 mins
The Animation Experience at Conservation Station,2021-07-25 18:21:04.206250-04:00,Closed
Affection Section,2021-07-25 18:21:04.206283-04:00,Closed
